,accession,pred_prob,protein,protein_probability,mRNA,y
2093,YLR256W,0.5615261793136597,YLR256W,0.0,1.53,0
2094,YOR142W,0.6224340200424194,YOR142W,0.0,2.13,1
2095,YDR349C,0.23787865042686462,YDR349C,0.0,0.93,0
2096,YBL060W,0.38708752393722534,YBL060W,0.0,0.76,0
2097,YGL151W,0.3819064795970917,YGL151W,0.34,0.95,1
2098,YNL023C,0.5328572392463684,YNL023C,0.0,0.78,0
2099,YOR150W,0.6053606867790222,YOR150W,0.0,1.57,0
2100,YKL193C,0.4132874608039856,YKL193C,0.0,1.68,1
2101,YOR094W,0.22876419126987457,YOR094W,0.0,1.47,0
2102,YLR229C,0.572526752948761,YLR229C,0.0,6.14,1
2103,YCL028W,0.49258920550346375,YCL028W,0.0,2.26,1
2104,YFR020W,0.2751479744911194,YFR020W,0.0,0.61,0
2105,YDR082W,0.5553663969039917,YDR082W,0.0,0.76,0
2106,YPR107C,0.26079121232032776,YPR107C,0.0,0.84,0
2107,YGL211W,0.4663207232952118,YGL211W,0.0,1.52,0
2108,YKL132C,0.6366219520568848,YKL132C,0.31,0.51,0
2109,YGR104C,0.31854721903800964,YGR104C,0.0,0.53,0
2110,YBR115C,0.9337694048881531,YBR115C,0.93,1.53,1
2111,YGL234W,0.887481689453125,YGL234W,1.0,3.22,1
2112,YGL216W,0.3718487024307251,YGL216W,0.0,0.83,0
2113,YMR285C,0.6378540992736816,YMR285C,0.0,1.04,0
2114,YKL208W,0.2106553614139557,YKL208W,0.0,0.49,0
2115,YOR181W,0.6378540992736816,YOR181W,0.0,0.68,1
2116,YDL158C,0.17776066064834595,YDL158C,0.0,1.35,0
2117,YMR252C,0.6378540992736816,YMR252C,0.0,1.24,0
2118,YPL051W,0.4295172691345215,YPL051W,0.0,1.74,0
2119,YMR146C,0.9438092708587646,YMR146C,0.99,4.9,1
2120,YBR227C,0.5993735194206238,YBR227C,0.0,0.54,1
2121,YMR045C,0.21701782941818237,YMR045C,0.0,3.5,1
2122,YGL187C,0.5379911661148071,YGL187C,0.0,4.23,1
2123,YNL288W,0.1986965835094452,YNL288W,0.0,1.19,1
2124,YEL075C,0.2414059042930603,YEL075C,0.0,0.23,0
2125,YIR029W,0.48340460658073425,YIR029W,0.0,0.94,0
2126,YER076C,0.466320663690567,YER076C,0.0,0.5,0
2127,YPL078C,0.6322010159492493,YPL078C,0.0,5.6,1
2128,YNR040W,0.21903079748153687,YNR040W,0.0,1.05,0
2129,YLR153C,0.9305964708328247,YLR153C,1.0,4.15,1
2130,YDR201W,0.21440643072128296,YDR201W,0.0,1.25,0
2131,YBL006C,0.2852576673030853,YBL006C,0.0,2.3,0
2132,YDR188W,0.5972011685371399,YDR188W,0.39,4.83,1
2133,YDL075W,0.8640440702438354,YDL075W,1.0,41.32,1
2134,YOR091W,0.3768423795700073,YOR091W,0.0,1.43,1
2135,YER013W,0.6931895017623901,YER013W,0.89,0.69,0
2136,YOR124C,0.49567902088165283,YOR124C,0.31,2.23,1
2137,YKL117W,0.9118577241897583,YKL117W,0.96,8.07,1
2138,YEL034W,0.9348621964454651,YEL034W,1.0,17.12,1
2139,YEL071W,0.9437828660011292,YEL071W,0.99,2.33,1
2140,YLR109W,0.9447569251060486,YLR109W,1.0,20.55,1
2141,YEL073C,0.17994454503059387,YEL073C,0.0,0.78,0
2142,YJR034W,0.20522893965244293,YJR034W,0.0,1.73,0
2143,YLR076C,0.6378540992736816,YLR076C,0.0,14.85,0
2144,YGL121C,0.2883482873439789,YGL121C,0.0,0.86,0
2145,YKR048C,0.45533719658851624,YKR048C,0.0,2.66,1
2146,YIL125W,0.9447013735771179,YIL125W,1.0,1.05,1
2147,YEL040W,0.6263155937194824,YEL040W,0.0,8.27,0
2148,YLR396C,0.3423450291156769,YLR396C,0.0,0.67,0
2149,YKL159C,0.25395649671554565,YKL159C,0.0,0.96,0
2150,YML096W,0.6240164637565613,YML096W,0.0,0.87,0
2151,YLL038C,0.41295158863067627,YLL038C,0.0,0.65,0
2152,YKR098C,0.22504687309265137,YKR098C,0.0,0.47,0
2153,YCR009C,0.448537677526474,YCR009C,0.0,2.7,1
2154,YDR017C,0.35662946105003357,YDR017C,0.0,1.48,1
2155,YBR013C,0.49897071719169617,YBR013C,0.54,0.85,0
2156,YER189W,0.22426196932792664,YER189W,0.0,0.23,0
2157,YNL273W,0.24348999559879303,YNL273W,0.22,0.85,0
2158,YCL011C,0.42846614122390747,YCL011C,0.24,4.42,1
2159,YHR178W,0.4820947051048279,YHR178W,0.0,0.42,0
2160,YOR247W,0.4181130826473236,YOR247W,0.0,5.44,0
2161,YER073W,0.5336407423019409,YER073W,0.0,1.55,1
2162,YPL164C,0.617656946182251,YPL164C,0.0,0.57,0
2163,YKL066W,0.39215049147605896,YKL066W,0.0,3.49,0
2164,YER137C,0.4687234163284302,YER137C,0.0,1.37,0
2165,YML111W,0.5825459361076355,YML111W,0.0,1.1,0
2166,YOL146W,0.47559815645217896,YOL146W,0.0,1.1,0
2167,YAL051W,0.607908308506012,YAL051W,0.89,1.33,0
2168,YIL046W,0.28503358364105225,YIL046W,0.0,0.8,0
2169,YPL008W,0.33682289719581604,YPL008W,0.0,0.89,0
2170,YLR383W,0.48077845573425293,YLR383W,0.0,0.8,0
2171,YLR351C,0.5571052432060242,YLR351C,0.0,2.48,1
2172,YOL086C,0.9450310468673706,YOL086C,1.0,42.69,1
2173,YGR094W,0.9446775317192078,YGR094W,1.0,3.93,1
2174,YMR235C,0.3494919240474701,YMR235C,0.0,3.56,1
2175,YLR098C,0.32673320174217224,YLR098C,0.0,0.97,0
2176,YHR161C,0.5343664884567261,YHR161C,0.0,0.78,0
2177,YDR194C,0.5677871704101562,YDR194C,0.0,2.81,1
2178,YKR077W,0.2253539264202118,YKR077W,0.0,0.55,0
2179,YLR453C,0.2879483997821808,YLR453C,0.0,0.55,0
2180,YPR166C,0.41833361983299255,YPR166C,0.0,1.45,0
2181,YDL192W,0.7072573304176331,YDL192W,1.0,24.24,1
2182,YIR005W,0.39901503920555115,YIR005W,0.0,0.88,0
2183,YPL026C,0.4572233259677887,YPL026C,0.0,1.47,0
2184,YAL059W,0.5434818267822266,YAL059W,0.0,2.0,0
2185,YJR062C,0.46801742911338806,YJR062C,0.0,1.01,0
2186,YBR087W,0.6457892060279846,YBR087W,0.28,1.8,1
2187,YMR213W,0.3740016222000122,YMR213W,0.0,0.37,0
2188,YOR275C,0.31142082810401917,YOR275C,0.0,0.63,0
2189,YCR013C,0.23754268884658813,YCR013C,0.0,26.31,0
2190,YAL068C,0.17776066064834595,YAL068C,0.0,0.99,0
2191,YMR087W,0.5921252965927124,YMR087W,0.0,0.64,0
2192,YJL066C,0.44003191590309143,YJL066C,0.0,1.05,1
2193,YLR401C,0.3577691912651062,YLR401C,0.0,1.0,1
2194,YBR001C,0.4398725628852844,YBR001C,0.0,0.62,1
2195,YLL034C,0.3031292259693146,YLL034C,0.0,1.41,1
2196,YDR202C,0.5101227760314941,YDR202C,0.61,0.65,0
2197,YDR168W,0.3628668487071991,YDR168W,0.0,2.23,1
2198,YJR154W,0.6264764070510864,YJR154W,0.0,0.29,0
2199,YDR258C,0.7599329352378845,YDR258C,0.8,2.18,1
2200,YBR026C,0.3005465865135193,YBR026C,0.0,1.33,1
2201,YER055C,0.6229308247566223,YER055C,0.0,8.22,1
2202,YGL125W,0.4663764238357544,YGL125W,0.0,0.7,1
2203,YOR125C,0.6378540992736816,YOR125C,0.0,1.2,0
2204,YNL041C,0.38041049242019653,YNL041C,0.0,0.85,1
2205,YJL035C,0.5556401610374451,YJL035C,0.0,0.76,0
2206,YBR195C,0.35267937183380127,YBR195C,0.0,0.67,0
2207,YDL143W,0.6288594603538513,YDL143W,0.0,4.21,1
2208,YER010C,0.5535275340080261,YER010C,0.0,1.16,0
2209,YGR111W,0.3054508566856384,YGR111W,0.0,1.33,1
2210,YGL215W,0.31907233595848083,YGL215W,0.0,1.7,0
2211,YLR160C,0.23839372396469116,YLR160C,0.0,0.96,0
2212,YDR346C,0.2943713068962097,YDR346C,0.0,4.05,1
2213,YGR185C,0.863430380821228,YGR185C,1.0,4.01,1
2214,YBR010W,0.5051122903823853,YBR010W,0.0,32.24,1
2215,YCR038C,0.4090818166732788,YCR038C,0.0,0.19,0
2216,YBR301W,0.19120566546916962,YBR301W,0.0,0.42,0
2217,YGR070W,0.4062533974647522,YGR070W,0.0,0.77,0
2218,YDR032C,0.32128003239631653,YDR032C,0.0,5.84,1
2219,YIL119C,0.18315082788467407,YIL119C,0.0,0.85,0
2220,YKL021C,0.22944800555706024,YKL021C,0.0,1.47,0
2221,YHL009C,0.2336411327123642,YHL009C,0.0,0.63,0
2222,YFR055W,0.6378540992736816,YFR055W,0.0,1.07,0
2223,YGL073W,0.579483687877655,YGL073W,0.0,0.68,0
2224,YCR052W,0.4007498025894165,YCR052W,0.36,1.42,1
2225,YGR264C,0.9448097944259644,YGR264C,1.0,3.65,1
2226,YKL048C,0.27946901321411133,YKL048C,0.0,0.49,0
2227,YHR112C,0.6190348267555237,YHR112C,0.0,1.19,1
2228,YCR053W,0.9448241591453552,YCR053W,1.0,5.55,1
2229,YGR072W,0.5640564560890198,YGR072W,0.0,0.81,0
2230,YMR079W,0.533495306968689,YMR079W,0.0,4.71,1
2231,YKL184W,0.31309372186660767,YKL184W,0.0,1.47,0
2232,YGL005C,0.18939408659934998,YGL005C,0.0,0.97,0
2233,YDL115C,0.5039239525794983,YDL115C,0.0,0.86,0
2234,YDR453C,0.34822505712509155,YDR453C,0.0,1.82,1
2235,YER123W,0.3581172227859497,YER123W,0.0,0.84,1
2236,YGR011W,0.6324378252029419,YGR011W,0.0,0.95,0
2237,YJR064W,0.9423026442527771,YJR064W,0.98,6.81,1
2238,YKL014C,0.8892190456390381,YKL014C,0.8,1.21,1
2239,YOL090W,0.5659365653991699,YOL090W,0.0,1.17,1
2240,YNL123W,0.4167383909225464,YNL123W,0.0,2.03,1
2241,YMR113W,0.5232787132263184,YMR113W,0.0,0.78,0
2242,YDR286C,0.3937186896800995,YDR286C,0.0,1.14,0
2243,YPL096W,0.5383325815200806,YPL096W,0.0,0.72,0
2244,YLR394W,0.34864383935928345,YLR394W,0.0,0.44,0
2245,YOR352W,0.49270713329315186,YOR352W,0.0,0.78,0
2246,YLL019C,0.38204026222229004,YLL019C,0.0,0.57,0
2247,YLR038C,0.37364962697029114,YLR038C,0.0,4.99,1
2248,YDL098C,0.34704267978668213,YDL098C,0.21,0.86,0
2249,YHR134W,0.6176287531852722,YHR134W,0.0,0.74,0
2250,YHR136C,0.614409863948822,YHR136C,0.0,1.93,0
2251,YLR388W,0.6364920735359192,YLR388W,0.0,27.54,1
2252,YDR002W,0.6378540992736816,YDR002W,0.0,12.05,1
2253,YJR016C,0.9447153210639954,YJR016C,1.0,3.91,1
2254,YAL024C,0.21895574033260345,YAL024C,0.0,1.09,0
2255,YGR179C,0.4082966148853302,YGR179C,0.0,0.51,0
2256,YKL144C,0.40027374029159546,YKL144C,0.0,1.5,0
2257,YPR179C,0.17776066064834595,YPR179C,0.0,0.59,0
2258,YDR023W,0.9447420239448547,YDR023W,1.0,9.86,1
2259,YPL243W,0.6378540992736816,YPL243W,0.0,1.88,1
2260,YKL016C,0.5722118020057678,YKL016C,0.0,2.36,1
2261,YPL213W,0.39953485131263733,YPL213W,0.0,0.75,0
2262,YMR222C,0.3783419132232666,YMR222C,0.0,0.9,0
2263,YLR095C,0.21698425710201263,YLR095C,0.0,1.05,1
2264,YHR193C,0.94190514087677,YHR193C,0.99,16.37,1
2265,YGR250C,0.6437589526176453,YGR250C,0.48,0.79,1
2266,YMR219W,0.3313666880130768,YMR219W,0.0,1.06,1
2267,YHR215W,0.6260654330253601,YHR215W,0.96,0.99,0
2268,YNR069C,0.42317071557044983,YNR069C,0.0,1.75,0
2269,YOR208W,0.1918993592262268,YOR208W,0.0,0.85,0
2270,YMR142C,0.9448152184486389,YMR142C,1.0,14.17,1
2271,YNL223W,0.3080863654613495,YNL223W,0.0,0.48,0
2272,YJL119C,0.3845796287059784,YJL119C,0.0,0.84,0
2273,YEL011W,0.3126797378063202,YEL011W,0.0,1.96,1
2274,YGR282C,0.6240653395652771,YGR282C,0.0,27.3,1
2275,YHR077C,0.437713623046875,YHR077C,0.28,0.75,1
2276,YOR123C,0.3723122775554657,YOR123C,0.47,1.4,1
2277,YOL042W,0.24057537317276,YOL042W,0.0,1.06,0
2278,YOR375C,0.9245678782463074,YOR375C,0.89,6.73,1
2279,YNL102W,0.5589062571525574,YNL102W,0.21,1.41,1
2280,YBR245C,0.7532468438148499,YBR245C,0.74,1.22,1
2281,YDL229W,0.8179488778114319,YDL229W,1.0,15.62,1
2282,YIL083C,0.5948733687400818,YIL083C,0.0,1.31,1
2283,YGL037C,0.4443210959434509,YGL037C,0.0,6.67,1
2284,YLR464W,0.314455509185791,YLR464W,0.0,0.26,0
2285,YBR158W,0.7638518214225769,YBR158W,0.6,2.81,0
2286,YDL160C,0.5047799944877625,YDL160C,0.0,1.15,1
2287,YPL035C,0.17776066064834595,YPL035C,0.0,0.77,0
2288,YMR216C,0.576961100101471,YMR216C,0.0,0.77,1
2289,YJL185C,0.37686043977737427,YJL185C,0.0,0.62,0
2290,YPL262W,0.6141186952590942,YPL262W,0.0,2.03,1
2291,YJL101C,0.5370504856109619,YJL101C,0.0,0.92,1
2292,YIL160C,0.6631500720977783,YIL160C,0.25,0.23,0
2293,YNR029C,0.5241005420684814,YNR029C,0.0,1.15,1
2294,YCR002C,0.33080023527145386,YCR002C,0.0,1.72,1
2295,YPL272C,0.24908269941806793,YPL272C,0.3,0.48,0
2296,YBR221C,0.6378540992736816,YBR221C,0.0,7.79,1
2297,YJR132W,0.24923482537269592,YJR132W,0.0,1.24,1
2298,YNL208W,0.5981836318969727,YNL208W,0.0,4.93,1
2299,YNR031C,0.42606136202812195,YNR031C,0.0,1.22,1
2300,YBR189W,0.9133425951004028,YBR189W,1.0,13.47,1
2301,YLR154C,0.20428010821342468,YLR154C,0.0,1.59,0
2302,YEL021W,0.9436986446380615,YEL021W,1.0,0.97,1
2303,YPL250C,0.38408783078193665,YPL250C,0.0,1.05,0
2304,YMR270C,0.5363693833351135,YMR270C,0.0,1.26,0
2305,YER074W,0.5804459452629089,YER074W,0.0,20.44,1
2306,YOL034W,0.4302065670490265,YOL034W,0.0,1.69,0
2307,YJL073W,0.7725620269775391,YJL073W,0.66,0.71,0
2308,YLR389C,0.4131896197795868,YLR389C,0.0,1.09,1
2309,YDL086W,0.6030014157295227,YDL086W,0.0,3.25,1
2310,YLR127C,0.3789830505847931,YLR127C,0.0,0.73,0
2311,YBR063C,0.5422434210777283,YBR063C,0.0,0.67,0
2312,YOR052C,0.280597448348999,YOR052C,0.0,3.17,0
2313,YOL123W,0.46545422077178955,YOL123W,0.0,2.39,1
2314,YHR018C,0.6105630993843079,YHR018C,0.0,1.94,1
2315,YER041W,0.2350609302520752,YER041W,0.0,0.4,0
2316,YAL027W,0.29455170035362244,YAL027W,0.0,0.92,0
2317,YOR116C,0.9410736560821533,YOR116C,0.97,2.14,1
2318,YDR282C,0.6710999608039856,YDR282C,0.9,1.06,0
2319,YKL059C,0.4565955400466919,YKL059C,0.0,1.55,0
2320,YHR058C,0.21084287762641907,YHR058C,0.0,0.71,0
2321,YLR439W,0.5497902631759644,YLR439W,0.0,0.76,0
2322,YMR064W,0.33155757188796997,YMR064W,0.0,0.56,0
2323,YJR021C,0.24640823900699615,YJR021C,0.21,0.8,0
2324,YPR108W,0.5877965688705444,YPR108W,0.0,2.55,1
2325,YMR132C,0.4970272481441498,YMR132C,0.0,0.8,0
2326,YPL112C,0.1850939244031906,YPL112C,0.0,1.08,1
2327,YIL019W,0.41124287247657776,YIL019W,0.0,1.06,0
2328,YGR057C,0.454003244638443,YGR057C,0.0,1.17,0
2329,YPR084W,0.3224536180496216,YPR084W,0.0,1.03,0
2330,YNL155W,0.5573041439056396,YNL155W,0.0,1.34,0
2331,YMR143W,0.43710920214653015,YMR143W,0.0,26.18,1
2332,YML128C,0.19204607605934143,YML128C,0.0,1.03,1
2333,YEL062W,0.43449756503105164,YEL062W,0.0,1.01,0
2334,YGR180C,0.940480649471283,YGR180C,1.0,9.43,1
2335,YLR143W,0.5242269039154053,YLR143W,0.24,0.91,0
2336,YNL140C,0.22148898243904114,YNL140C,0.0,0.82,0
2337,YPL158C,0.48336243629455566,YPL158C,0.0,1.12,0
2338,YPR118W,0.36524665355682373,YPR118W,0.0,3.73,1
2339,YJL154C,0.6241567730903625,YJL154C,0.0,1.12,1
2340,YKR007W,0.2934825122356415,YKR007W,0.0,0.8,0
2341,YOL066C,0.5679510235786438,YOL066C,0.35,0.44,1
2342,YPL074W,0.2253495454788208,YPL074W,0.27,1.12,0
2343,YOR383C,0.4271981418132782,YOR383C,0.0,3.28,0
2344,YBR137W,0.6339954733848572,YBR137W,0.0,1.28,0
2345,YER078C,0.6378540992736816,YER078C,0.0,0.72,1
2346,YOR354C,0.3407444655895233,YOR354C,0.27,1.2,1
2347,YCR020C,0.3210691511631012,YCR020C,0.0,1.03,0
2348,YDL079C,0.5102325677871704,YDL079C,0.0,0.93,0
2349,YDL170W,0.338680624961853,YDL170W,0.0,0.95,0
2350,YPR025C,0.4216848611831665,YPR025C,0.29,0.73,0
2351,YNL218W,0.8127343058586121,YNL218W,0.65,0.66,0
2352,YJL209W,0.61397385597229,YJL209W,0.97,0.87,0
2353,YDR065W,0.41058409214019775,YDR065W,0.0,0.81,0
2354,YPR044C,0.6378540992736816,YPR044C,0.0,6.51,0
2355,YOR361C,0.6052433252334595,YOR361C,0.0,3.95,1
2356,YLR258W,0.5655481219291687,YLR258W,0.0,2.43,1
2357,YOR385W,0.17776066064834595,YOR385W,0.0,0.91,0
2358,YPL131W,0.9318945407867432,YPL131W,1.0,48.72,1
2359,YHR208W,0.6378540992736816,YHR208W,0.0,7.66,1
2360,YKL005C,0.7365421056747437,YKL005C,0.54,0.56,0
2361,YLR364W,0.6273297071456909,YLR364W,0.0,1.08,0
2362,YOL141W,0.30941131711006165,YOL141W,0.0,0.49,0
2363,YCR012W,0.8298724293708801,YCR012W,1.0,110.01,1
2364,YKR025W,0.3118402659893036,YKR025W,0.0,1.7,0
2365,YER088C,0.447979599237442,YER088C,0.0,2.05,1
2366,YDR405W,0.534132182598114,YDR405W,0.0,0.85,0
2367,YPR146C,0.314455509185791,YPR146C,0.0,1.49,0
2368,YHR031C,0.6742182970046997,YHR031C,0.51,0.66,1
2369,YIL079C,0.31474220752716064,YIL079C,0.0,0.9,0
2370,YPR074C,0.9448379874229431,YPR074C,1.0,9.45,1
2371,YPR052C,0.4460963308811188,YPR052C,0.0,2.9,1
2372,YNL134C,0.4549076557159424,YNL134C,0.0,4.01,1
2373,YLR360W,0.18647624552249908,YLR360W,0.0,0.87,0
2374,YLR116W,0.3132180869579315,YLR116W,0.0,0.93,0
2375,YBR233W,0.3964127004146576,YBR233W,0.0,0.36,0
2376,YDR369C,0.19621558487415314,YDR369C,0.0,0.26,0
2377,YEL076C,0.2340843677520752,YEL076C,0.0,0.3,0
2378,YEL009C,0.6151331067085266,YEL009C,0.48,20.43,0
2379,YOR232W,0.4365750551223755,YOR232W,0.0,3.78,1
2380,YPL126W,0.46706312894821167,YPL126W,0.0,1.1,1
2381,YGL252C,0.6122311353683472,YGL252C,0.0,1.65,1
2382,YGR208W,0.4668588638305664,YGR208W,0.0,2.19,1
2383,YPL119C,0.3194006681442261,YPL119C,0.0,0.71,1
2384,YPL160W,0.9448645710945129,YPL160W,1.0,4.09,1
2385,YBR222C,0.4759134352207184,YBR222C,0.0,0.97,1
2386,YBL111C,0.17776066064834595,YBL111C,0.0,0.49,0
2387,YHR163W,0.47600632905960083,YHR163W,0.0,4.22,1
2388,YBR259W,0.34466683864593506,YBR259W,0.0,0.7,0
2389,YER186C,0.5811200737953186,YER186C,0.0,0.89,0
2390,YMR302C,0.6134088635444641,YMR302C,0.31,1.23,1
2391,YPL080C,0.314455509185791,YPL080C,0.0,0.61,0
2392,YNL215W,0.21079827845096588,YNL215W,0.22,0.72,1
2393,YIR030C,0.5895784497261047,YIR030C,0.0,0.3,0
2394,YNL306W,0.45082786679267883,YNL306W,0.0,1.84,0
2395,YML113W,0.5194509625434875,YML113W,0.0,1.84,0
2396,YLR438W,0.581508994102478,YLR438W,0.0,0.82,1
2397,YJL188C,0.21854296326637268,YJL188C,0.0,6.53,0
2398,YBR044C,0.6191970705986023,YBR044C,0.0,0.42,0
2399,YIL056W,0.5412980318069458,YIL056W,0.77,0.74,0
2400,YOL142W,0.617982804775238,YOL142W,0.0,1.28,0
2401,YCL008C,0.2361786961555481,YCL008C,0.0,0.71,0
2402,YBL023C,0.45062771439552307,YBL023C,0.0,0.61,1
2403,YPR022C,0.2175196260213852,YPR022C,0.0,1.01,0
2404,YLR309C,0.45749929547309875,YLR309C,0.0,1.26,1
2405,YDR014W,0.2889280319213867,YDR014W,0.0,0.61,0
2406,YPR065W,0.42351123690605164,YPR065W,0.0,1.15,0
2407,YPL011C,0.3190515637397766,YPL011C,0.0,1.61,0
2408,YKR020W,0.2588501572608948,YKR020W,0.0,0.56,0
2409,YPL153C,0.4547186493873596,YPL153C,0.0,0.92,1
2410,YDR483W,0.2231564074754715,YDR483W,0.0,4.48,1
2411,YDR076W,0.6986578702926636,YDR076W,0.79,0.39,0
2412,YJL204C,0.27896398305892944,YJL204C,0.0,0.7,0
2413,YOR261C,0.9178704619407654,YOR261C,0.88,4.11,1
2414,YDL006W,0.3485887944698334,YDL006W,0.0,0.89,0
2415,YJL138C,0.9448275566101074,YJL138C,1.0,16.52,1
2416,YOR372C,0.24084648489952087,YOR372C,0.0,1.38,0
2417,YDR293C,0.24848805367946625,YDR293C,0.0,0.97,1
2418,YOL159C,0.4360264241695404,YOL159C,0.0,0.81,0
2419,YDR534C,0.4535822868347168,YDR534C,0.0,0.62,0
2420,YMR223W,0.29942119121551514,YMR223W,0.0,0.66,0
2421,YMR098C,0.4659018814563751,YMR098C,0.0,0.59,0
2422,YBR165W,0.22514306008815765,YBR165W,0.0,1.21,0
2423,YIL034C,0.5568032264709473,YIL034C,0.0,2.77,1
2424,YAL037W,0.314455509185791,YAL037W,0.0,1.1,0
2425,YMR093W,0.482065886259079,YMR093W,0.0,1.31,1
2426,YDR444W,0.29590311646461487,YDR444W,0.49,0.15,0
2427,YNL291C,0.6392574310302734,YNL291C,0.38,0.99,0
2428,YKL113C,0.5941224098205566,YKL113C,0.0,1.21,1
2429,YMR137C,0.45506584644317627,YMR137C,0.0,0.41,0
2430,YER153C,0.3899608850479126,YER153C,0.0,0.79,0
2431,YGR050C,0.17776066064834595,YGR050C,0.0,0.58,0
2432,YER122C,0.5647536516189575,YER122C,0.0,2.41,1
2433,YDR454C,0.9159038066864014,YDR454C,1.0,7.24,1
2434,YOR234C,0.5227652788162231,YOR234C,0.23,24.11,1
2435,YNL113W,0.2591722905635834,YNL113W,0.0,3.96,1
2436,YOR168W,0.9027040004730225,YOR168W,0.84,4.99,1
2437,YGR215W,0.8331977128982544,YGR215W,0.71,1.36,0
2438,YJL042W,0.3718622028827667,YJL042W,0.0,1.66,1
2439,YHL033C,0.9363465309143066,YHL033C,1.0,17.21,1
2440,YDL230W,0.3654317855834961,YDL230W,0.0,0.96,0
2441,YMR136W,0.3218832015991211,YMR136W,0.0,0.64,0
2442,YOR041C,0.314455509185791,YOR041C,0.0,2.25,0
2443,YJL141C,0.3341348171234131,YJL141C,0.47,0.45,1
2444,YLR150W,0.9423532485961914,YLR150W,0.98,28.06,1
2445,YBR067C,0.44075217843055725,YBR067C,0.0,6.63,0
2446,YHR213W,0.21854296326637268,YHR213W,0.0,0.16,0
2447,YOL111C,0.6140646934509277,YOL111C,0.0,1.46,1
2448,YAL029C,0.7080928087234497,YAL029C,0.71,1.53,1
2449,YJL116C,0.339019775390625,YJL116C,0.0,0.72,0
2450,YOR294W,0.4757125675678253,YOR294W,0.0,1.93,1
2451,YOR019W,0.17776066064834595,YOR019W,0.0,0.66,0
2452,YPL163C,0.2571144998073578,YPL163C,0.0,2.58,0
2453,YLR318W,0.558688223361969,YLR318W,0.0,0.72,0
2454,YLR427W,0.821366012096405,YLR427W,1.0,1.85,0
2455,YNL148C,0.6284338235855103,YNL148C,0.0,0.58,0
2456,YFL005W,0.37993067502975464,YFL005W,0.0,6.58,1
2457,YFL009W,0.3643425405025482,YFL009W,0.0,1.0,0
2458,YBR009C,0.1872486025094986,YBR009C,0.0,15.61,1
2459,YKR078W,0.25440970063209534,YKR078W,0.0,0.57,0
2460,YGL179C,0.3888877034187317,YGL179C,0.0,0.43,0
2461,YBR254C,0.4324854910373688,YBR254C,0.0,1.34,0
2462,YER096W,0.31460514664649963,YER096W,0.53,0.22,0
2463,YOR387C,0.2761668562889099,YOR387C,0.0,1.0,0
2464,YGL016W,0.5736073851585388,YGL016W,0.0,1.46,1
2465,YEL030W,0.6474993824958801,YEL030W,0.39,1.14,1
2466,YOR111W,0.31966912746429443,YOR111W,0.0,0.55,0
2467,YGL048C,0.6043897867202759,YGL048C,0.0,3.23,1
2468,YIL062C,0.28840115666389465,YIL062C,0.0,3.58,1
2469,YOR051C,0.26977452635765076,YOR051C,0.0,2.22,1
2470,YKR068C,0.2175196260213852,YKR068C,0.0,1.91,0
2471,YDR376W,0.5912714600563049,YDR376W,0.0,1.99,0
2472,YMR031C,0.7963063716888428,YMR031C,0.66,1.53,1
2473,YIL003W,0.43704551458358765,YIL003W,0.0,0.4,0
2474,YNR022C,0.17827536165714264,YNR022C,0.0,1.52,0
2475,YBR291C,0.6012271046638489,YBR291C,0.0,2.33,1
2476,YIL084C,0.23211011290550232,YIL084C,0.0,0.74,0
2477,YGR230W,0.3640837073326111,YGR230W,0.0,1.09,0
2478,YEL066W,0.2771584391593933,YEL066W,0.0,0.91,0
2479,YDR524C,0.5635864734649658,YDR524C,0.0,0.71,0
2480,YFR039C,0.6506513357162476,YFR039C,0.55,0.69,1
2481,YMR007W,0.45809945464134216,YMR007W,0.3,0.44,0
2482,YPR202W,0.3116466999053955,YPR202W,0.0,0.27,0
2483,YBL080C,0.6202828884124756,YBL080C,0.0,0.27,0
2484,YBR060C,0.2342456877231598,YBR060C,0.0,0.51,0
2485,YLR113W,0.6106983423233032,YLR113W,0.0,4.17,1
2486,YPL061W,0.9447922110557556,YPL061W,1.0,4.7,1
2487,YMR130W,0.46258026361465454,YMR130W,0.0,1.1,1
2488,YDL240W,0.7908084988594055,YDL240W,0.8,1.44,0
2489,YIR009W,0.3112858831882477,YIR009W,0.0,0.4,0
2490,YKL079W,0.39826902747154236,YKL079W,0.0,0.69,1
2491,YLR359W,0.5520498752593994,YLR359W,0.0,6.62,1
2492,YGL197W,0.33314049243927,YGL197W,0.23,0.51,1
2493,YGR006W,0.3861143887042999,YGR006W,0.0,0.38,0
2494,YKL204W,0.6246576905250549,YKL204W,0.2,0.95,1
2495,YOR259C,0.6215881705284119,YOR259C,0.0,3.85,1
2496,YIL123W,0.5719488263130188,YIL123W,0.0,4.29,0
2497,YOL032W,0.49697041511535645,YOL032W,0.0,0.8,0
2498,YNL025C,0.33229997754096985,YNL025C,0.0,0.51,0
2499,YCR073C,0.2835862338542938,YCR073C,0.0,0.77,0
2500,YDR229W,0.2329597920179367,YDR229W,0.0,0.83,0
2501,YLR176C,0.3386620283126831,YLR176C,0.0,0.51,0
2502,YLR447C,0.5524873733520508,YLR447C,0.0,6.81,1
2503,YGL017W,0.43637773394584656,YGL017W,0.23,0.52,0
2504,YOR084W,0.31448403000831604,YOR084W,0.0,0.81,0
2505,YHR023W,0.441171795129776,YHR023W,0.22,0.81,1
