,accession,pred_prob,protein,protein_probability,mRNA,y
2101,YMR060C,0.15983477234840393,YMR060C,0.0,0.85,0
2102,YBL004W,0.3890620768070221,YBL004W,0.41,2.17,1
2103,YML020W,0.24286653101444244,YML020W,0.46,0.97,0
2104,YFR021W,0.19003817439079285,YFR021W,0.3,0.37,1
2105,YOR031W,0.2565940022468567,YOR031W,0.0,1.23,0
2106,YGR115C,0.226930171251297,YGR115C,0.0,2.53,0
2107,YDR210W,0.359394371509552,YDR210W,0.0,4.31,0
2108,YOL029C,0.359394371509552,YOL029C,0.0,1.32,0
2109,YKR074W,0.359394371509552,YKR074W,0.0,4.57,1
2110,YIL176C,0.14251460134983063,YIL176C,0.0,0.98,0
2111,YKL184W,0.359394371509552,YKL184W,0.0,1.47,0
2112,YNR077C,0.14241306483745575,YNR077C,0.0,0.13,0
2113,YJL087C,0.23764990270137787,YJL087C,0.23,0.7,1
2114,YDL124W,0.9439957737922668,YDL124W,1.0,3.94,1
2115,YDR103W,0.3315802812576294,YDR103W,0.84,0.69,0
2116,YHR015W,0.359394371509552,YHR015W,0.0,0.88,0
2117,YOL096C,0.16836804151535034,YOL096C,0.0,0.76,0
2118,YDR067C,0.16174910962581635,YDR067C,0.0,1.11,1
2119,YGR110W,0.359394371509552,YGR110W,0.0,0.27,0
2120,YMR261C,0.39646103978157043,YMR261C,0.43,2.24,1
2121,YGR239C,0.16515113413333893,YGR239C,0.0,0.36,0
2122,YMR142C,0.9427953958511353,YMR142C,1.0,14.17,1
2123,YDR181C,0.23957419395446777,YDR181C,0.56,0.7,0
2124,YOL114C,0.17037123441696167,YOL114C,0.0,0.5,0
2125,YOR310C,0.9440197944641113,YOR310C,1.0,9.72,1
2126,YKL185W,0.37498021125793457,YKL185W,0.88,1.22,0
2127,YJR105W,0.9432821273803711,YJR105W,1.0,4.98,1
2128,YJL025W,0.1488930583000183,YJL025W,0.0,0.65,0
2129,YJL140W,0.588792085647583,YJL140W,0.94,2.14,1
2130,YDR045C,0.8854243755340576,YDR045C,0.97,3.33,0
2131,YLR014C,0.941463053226471,YLR014C,1.0,0.78,0
2132,YMR039C,0.8317562937736511,YMR039C,1.0,2.7,1
2133,YFL016C,0.359394371509552,YFL016C,0.0,1.71,1
2134,YHL049C,0.1459682583808899,YHL049C,0.0,0.71,0
2135,YLR113W,0.6422702074050903,YLR113W,1.0,4.17,1
2136,YLR321C,0.5743342041969299,YLR321C,0.99,0.84,1
2137,YDR296W,0.21088728308677673,YDR296W,0.6,1.15,0
2138,YKR037C,0.15301670134067535,YKR037C,0.0,0.76,0
2139,YOR155C,0.3583720326423645,YOR155C,0.0,0.62,1
2140,YNL292W,0.359394371509552,YNL292W,0.0,1.03,1
2141,YAL060W,0.359394371509552,YAL060W,0.0,1.31,1
2142,YBR194W,0.20312516391277313,YBR194W,0.0,0.61,0
2143,YLR176C,0.23467087745666504,YLR176C,0.0,0.51,0
2144,YBL103C,0.1625295728445053,YBL103C,0.0,0.36,0
2145,YLR403W,0.2454914003610611,YLR403W,0.43,1.07,0
2146,YNL173C,0.36536335945129395,YNL173C,0.23,0.65,1
2147,YKL076C,0.2818639874458313,YKL076C,0.58,1.09,0
2148,YDR118W,0.18887588381767273,YDR118W,0.0,0.62,0
2149,YKL127W,0.9434091448783875,YKL127W,1.0,1.4,1
2150,YDR286C,0.359394371509552,YDR286C,0.0,1.14,0
2151,YOR120W,0.359394371509552,YOR120W,0.0,1.15,1
2152,YBL006C,0.15522988140583038,YBL006C,0.21,2.3,0
2153,YPR048W,0.359394371509552,YPR048W,0.0,0.92,0
2154,YBL010C,0.17614784836769104,YBL010C,0.0,0.48,0
2155,YGR234W,0.6839941740036011,YGR234W,1.0,21.66,1
2156,YHL010C,0.359394371509552,YHL010C,0.0,0.53,0
2157,YHR161C,0.2951816916465759,YHR161C,0.0,0.78,0
2158,YCL039W,0.51195228099823,YCL039W,0.72,0.95,0
2159,YPL164C,0.2640584409236908,YPL164C,0.0,0.57,0
2160,YLL001W,0.8715336322784424,YLL001W,1.0,0.81,1
2161,YOR014W,0.5419613718986511,YOR014W,1.0,1.06,1
2162,YPL202C,0.3667639195919037,YPL202C,0.83,0.91,0
2163,YKR017C,0.29440703988075256,YKR017C,0.56,0.55,0
2164,YKL084W,0.24260872602462769,YKL084W,0.0,1.72,0
2165,YJL127C,0.359394371509552,YJL127C,0.0,1.02,0
2166,YKR048C,0.9376627206802368,YKR048C,1.0,2.66,1
2167,YDL036C,0.359394371509552,YDL036C,0.0,1.32,0
2168,YKL128C,0.29065898060798645,YKL128C,0.0,1.67,1
2169,YPL116W,0.3807657063007355,YPL116W,0.82,0.7,1
2170,YPR164W,0.24568679928779602,YPR164W,0.46,1.23,0
2171,YGR034W,0.9409440159797668,YGR034W,1.0,30.79,1
2172,YPL158C,0.8159645199775696,YPL158C,0.98,1.12,0
2173,YLR288C,0.22971396148204803,YLR288C,0.41,0.7,0
2174,YIR036C,0.9411509037017822,YIR036C,1.0,0.78,1
2175,YDL028C,0.1649882197380066,YDL028C,0.0,2.2,0
2176,YIL172C,0.19612136483192444,YIL172C,0.0,0.26,0
2177,YGL045W,0.1611233651638031,YGL045W,0.26,0.48,0
2178,YPR204W,0.1441255360841751,YPR204W,0.0,2.81,0
2179,YOR237W,0.17757835984230042,YOR237W,0.0,0.34,0
2180,YHR157W,0.15012028813362122,YHR157W,0.0,0.48,0
2181,YMR186W,0.9238069653511047,YMR186W,1.0,14.23,1
2182,YLR432W,0.942280113697052,YLR432W,1.0,2.95,1
2183,YCL055W,0.2952417731285095,YCL055W,0.0,1.1,0
2184,YBR013C,0.14485953748226166,YBR013C,0.0,0.85,0
2185,YLR049C,0.15431217849254608,YLR049C,0.0,1.44,0
2186,YDR495C,0.23334752023220062,YDR495C,0.24,0.5,0
2187,YEL034W,0.941351592540741,YEL034W,1.0,17.12,1
2188,YPR034W,0.22574040293693542,YPR034W,0.56,0.85,0
2189,YNR020C,0.2373538762331009,YNR020C,0.0,1.18,0
2190,YAL031C,0.24372689425945282,YAL031C,0.36,0.97,1
2191,YOL016C,0.19296537339687347,YOL016C,0.0,2.6,1
2192,YHL004W,0.359394371509552,YHL004W,0.0,0.64,1
2193,YBR022W,0.359394371509552,YBR022W,0.0,1.16,0
2194,YNL071W,0.9443246722221375,YNL071W,1.0,3.86,1
2195,YFL038C,0.8769012093544006,YFL038C,1.0,6.81,1
2196,YDL097C,0.9441721439361572,YDL097C,1.0,2.74,1
2197,YOR244W,0.549599289894104,YOR244W,0.9,1.53,0
2198,YIL122W,0.1484900861978531,YIL122W,0.0,0.72,0
2199,YKL122C,0.9392351508140564,YKL122C,1.0,3.73,1
2200,YDR242W,0.3804389238357544,YDR242W,0.36,0.67,0
2201,YIL160C,0.359394371509552,YIL160C,0.0,0.23,0
2202,YLR408C,0.1900377720594406,YLR408C,0.0,1.69,0
2203,YER152C,0.359394371509552,YER152C,0.0,1.44,0
2204,YAR010C,0.359394371509552,YAR010C,0.0,5.15,1
2205,YPR065W,0.3286353647708893,YPR065W,0.0,1.15,0
2206,YER084W,0.14064441621303558,YER084W,0.0,0.38,0
2207,YOL139C,0.9415992498397827,YOL139C,1.0,8.03,1
2208,YKL043W,0.14443477988243103,YKL043W,0.0,0.82,0
2209,YPL142C,0.18770833313465118,YPL142C,0.0,11.47,0
2210,YGL009C,0.9442101120948792,YGL009C,1.0,12.24,1
2211,YIL071C,0.359394371509552,YIL071C,0.0,0.49,0
2212,YKL066W,0.16204744577407837,YKL066W,0.0,3.49,0
2213,YMR007W,0.1532430797815323,YMR007W,0.0,0.44,0
2214,YMR259C,0.4566364586353302,YMR259C,0.55,1.05,1
2215,YJL079C,0.1912575662136078,YJL079C,0.0,1.56,0
2216,YBR228W,0.14379122853279114,YBR228W,0.0,0.9,0
2217,YHR058C,0.359394371509552,YHR058C,0.0,0.71,0
2218,YBR060C,0.18768328428268433,YBR060C,0.0,0.51,0
2219,YJR122W,0.359394371509552,YJR122W,0.0,0.68,0
2220,YMR270C,0.2558971047401428,YMR270C,0.0,1.26,0
2221,YKL173W,0.3890620768070221,YKL173W,0.41,0.89,1
2222,YJR141W,0.17235590517520905,YJR141W,0.0,0.92,0
2223,YDR075W,0.147318035364151,YDR075W,0.0,0.9,0
2224,YMR130W,0.8698016405105591,YMR130W,0.98,1.1,1
2225,YDR524C,0.3122637867927551,YDR524C,0.0,0.71,0
2226,YOR142W,0.9198746085166931,YOR142W,1.0,2.13,1
2227,YPL016W,0.8189232349395752,YPL016W,0.99,1.11,0
2228,YER177W,0.9418712854385376,YER177W,1.0,28.3,1
2229,YEL060C,0.5772646069526672,YEL060C,0.95,1.66,1
2230,YMR047C,0.9331603646278381,YMR047C,0.99,1.26,0
2231,YOR018W,0.40049588680267334,YOR018W,0.64,0.7,0
2232,YBL027W,0.359394371509552,YBL027W,0.0,29.0,1
2233,YLR276C,0.9443721175193787,YLR276C,1.0,3.25,1
2234,YGL156W,0.1599927544593811,YGL156W,0.0,0.57,1
2235,YDL005C,0.38438868522644043,YDL005C,0.82,1.25,0
2236,YEL013W,0.8779866695404053,YEL013W,1.0,1.58,1
2237,YKR055W,0.359394371509552,YKR055W,0.0,0.72,0
2238,YMR077C,0.1555081009864807,YMR077C,0.0,1.5,0
2239,YBR177C,0.9381480813026428,YBR177C,0.99,2.05,1
2240,YDR430C,0.5609544515609741,YDR430C,0.89,1.3,1
2241,YNL091W,0.4280056357383728,YNL091W,0.5,0.9,0
2242,YFR008W,0.1464688628911972,YFR008W,0.0,0.44,0
2243,YDR496C,0.9357947111129761,YDR496C,1.0,2.31,1
2244,YPR146C,0.1446971595287323,YPR146C,0.0,1.49,0
2245,YML100W,0.761921226978302,YML100W,0.98,1.41,1
2246,YGR146C,0.16852213442325592,YGR146C,0.0,1.2,0
2247,YDR388W,0.8703510761260986,YDR388W,1.0,3.23,1
2248,YEL062W,0.16302983462810516,YEL062W,0.0,1.01,0
2249,YMR036C,0.16242095828056335,YMR036C,0.0,0.77,0
2250,YBL047C,0.780468761920929,YBL047C,1.0,3.07,1
2251,YLR448W,0.9414070248603821,YLR448W,1.0,21.93,1
2252,YER188W,0.359394371509552,YER188W,0.0,0.29,0
2253,YOL012C,0.359394371509552,YOL012C,0.0,2.17,1
2254,YGL095C,0.4133385419845581,YGL095C,0.47,0.72,1
2255,YDL215C,0.4045364260673523,YDL215C,0.45,1.34,1
2256,YJL210W,0.15910790860652924,YJL210W,0.0,0.7,0
2257,YGL117W,0.1670447289943695,YGL117W,0.0,1.07,0
2258,YPL251W,0.23954163491725922,YPL251W,0.0,0.77,0
2259,YKR079C,0.359394371509552,YKR079C,0.0,0.99,1
2260,YKR008W,0.4026106894016266,YKR008W,0.87,0.99,1
2261,YPL170W,0.359394371509552,YPL170W,0.0,1.39,1
2262,YLR256W,0.4321932792663574,YLR256W,0.9,1.53,0
2263,YLR189C,0.9416055083274841,YLR189C,1.0,0.77,0
2264,YHL029C,0.19615644216537476,YHL029C,0.0,0.93,0
2265,YGR288W,0.14402785897254944,YGR288W,0.0,0.48,0
2266,YNL122C,0.359394371509552,YNL122C,0.0,1.28,0
2267,YGR250C,0.22178129851818085,YGR250C,0.0,0.79,1
2268,YMR064W,0.142119362950325,YMR064W,0.0,0.56,0
2269,YCL063W,0.1812310814857483,YCL063W,0.0,0.6,0
2270,YJR123W,0.9011699557304382,YJR123W,1.0,52.84,1
2271,YLL042C,0.18145997822284698,YLL042C,0.22,1.1,0
2272,YPR072W,0.5406332612037659,YPR072W,0.89,1.65,1
2273,YDR530C,0.359394371509552,YDR530C,0.0,1.44,0
2274,YBR227C,0.359394371509552,YBR227C,0.0,0.54,1
2275,YPL148C,0.24378101527690887,YPL148C,0.0,0.79,0
2276,YGR019W,0.359394371509552,YGR019W,0.0,0.89,1
2277,YEL005C,0.359394371509552,YEL005C,0.0,1.19,0
2278,YGR285C,0.9432262182235718,YGR285C,1.0,12.32,1
2279,YDR197W,0.1396128535270691,YDR197W,0.0,0.65,0
2280,YNL042W,0.20935721695423126,YNL042W,0.0,0.96,0
2281,YPL175W,0.2918377220630646,YPL175W,0.0,0.79,0
2282,YDL031W,0.9401907920837402,YDL031W,1.0,1.93,1
2283,YGR162W,0.9422651529312134,YGR162W,1.0,3.72,1
2284,YMR299C,0.359394371509552,YMR299C,0.0,1.4,0
2285,YFL014W,0.9433271884918213,YFL014W,1.0,2.83,1
2286,YLL029W,0.9362495541572571,YLL029W,0.99,1.03,1
2287,YLR286C,0.17830443382263184,YLR286C,0.0,10.91,0
2288,YOL145C,0.8253108263015747,YOL145C,1.0,1.74,1
2289,YJR114W,0.18038813769817352,YJR114W,0.0,0.74,0
2290,YKL006W,0.9455433487892151,YKL006W,1.0,27.12,1
2291,YPL258C,0.3403644859790802,YPL258C,0.0,0.84,0
2292,YAL001C,0.8388916850090027,YAL001C,1.0,1.89,0
2293,YMR235C,0.91932612657547,YMR235C,1.0,3.56,1
2294,YBR257W,0.22232121229171753,YBR257W,0.0,1.02,0
2295,YMR318C,0.9434458017349243,YMR318C,1.0,7.07,1
2296,YGL162W,0.359394371509552,YGL162W,0.0,0.68,0
2297,YDR234W,0.9215080142021179,YDR234W,1.0,1.85,1
2298,YDL143W,0.9430217742919922,YDL143W,1.0,4.21,1
2299,YMR210W,0.359394371509552,YMR210W,0.0,0.53,0
2300,YPR066W,0.359394371509552,YPR066W,0.0,0.93,0
2301,YJL180C,0.24486657977104187,YJL180C,0.21,0.82,0
2302,YPL159C,0.32459214329719543,YPL159C,0.0,0.86,0
2303,YGL194C,0.359394371509552,YGL194C,0.0,0.38,0
2304,YBR163W,0.21823672950267792,YBR163W,0.32,0.89,0
2305,YPR049C,0.2348785400390625,YPR049C,0.0,0.54,0
2306,YNL241C,0.8804476261138916,YNL241C,1.0,1.53,1
2307,YPR173C,0.9399259686470032,YPR173C,1.0,1.67,1
2308,YNL245C,0.17158786952495575,YNL245C,0.0,0.74,0
2309,YDL081C,0.9430366158485413,YDL081C,1.0,27.31,1
2310,YDR425W,0.21478542685508728,YDR425W,0.0,0.49,0
2311,YKR011C,0.1602121889591217,YKR011C,0.0,1.37,0
2312,YCR097W,0.1389014720916748,YCR097W,0.0,0.72,0
2313,YBR203W,0.558971107006073,YBR203W,0.99,0.54,0
2314,YBL080C,0.5696446895599365,YBL080C,0.88,0.27,0
2315,YMR220W,0.3672613501548767,YMR220W,0.25,1.35,1
2316,YJR153W,0.286886602640152,YJR153W,0.0,0.22,0
2317,YPL163C,0.5363336801528931,YPL163C,0.92,2.58,0
2318,YBR217W,0.17808853089809418,YBR217W,0.0,2.05,0
2319,YJL036W,0.15947942435741425,YJL036W,0.0,0.78,1
2320,YMR035W,0.32096990942955017,YMR035W,0.0,0.96,0
2321,YOR150W,0.359394371509552,YOR150W,0.0,1.57,0
2322,YGL093W,0.2035830318927765,YGL093W,0.0,0.73,0
2323,YPR171W,0.24727210402488708,YPR171W,0.0,0.59,1
2324,YMR120C,0.9432976245880127,YMR120C,1.0,7.91,1
2325,YJL167W,0.8576071262359619,YJL167W,1.0,6.64,1
2326,YOL038W,0.7757552266120911,YOL038W,1.0,5.1,1
2327,YLR406C,0.9422759413719177,YLR406C,1.0,15.82,1
2328,YKR009C,0.2912682890892029,YKR009C,0.0,1.21,0
2329,YLR055C,0.24480004608631134,YLR055C,0.0,0.63,1
2330,YDR364C,0.2974450886249542,YDR364C,0.0,0.91,0
2331,YLR317W,0.14527453482151031,YLR317W,0.0,0.71,0
2332,YLR155C,0.15271085500717163,YLR155C,0.0,0.84,0
2333,YNL037C,0.9406455159187317,YNL037C,1.0,2.19,1
2334,YNL113W,0.9440385103225708,YNL113W,1.0,3.96,1
2335,YBR119W,0.359394371509552,YBR119W,0.0,1.26,0
2336,YLR262C,0.359394371509552,YLR262C,0.0,2.34,0
2337,YDR138W,0.2489452362060547,YDR138W,0.6,0.58,1
2338,YPR163C,0.940212070941925,YPR163C,1.0,4.86,1
2339,YJL069C,0.9362495541572571,YJL069C,0.99,1.4,1
2340,YKL176C,0.14998124539852142,YKL176C,0.0,1.07,0
2341,YPR033C,0.9412435293197632,YPR033C,1.0,4.94,1
2342,YOL086C,0.8959864974021912,YOL086C,1.0,42.69,1
2343,YMR181C,0.23398037254810333,YMR181C,0.0,0.86,0
2344,YDR081C,0.5528683662414551,YDR081C,0.83,0.82,0
2345,YGR123C,0.9393134117126465,YGR123C,1.0,1.52,1
2346,YGL199C,0.3045847713947296,YGL199C,0.39,0.42,0
2347,YHL014C,0.3672613501548767,YHL014C,0.25,0.5,0
2348,YLR449W,0.9394161701202393,YLR449W,1.0,4.45,1
2349,YBR024W,0.1479659080505371,YBR024W,0.0,0.99,0
2350,YDR328C,0.24296770989894867,YDR328C,0.0,3.97,1
2351,YGR257C,0.359394371509552,YGR257C,0.0,1.34,0
2352,YFR052W,0.9081366658210754,YFR052W,1.0,2.88,1
2353,YIL031W,0.3627413213253021,YIL031W,0.2,1.13,0
2354,YPL139C,0.13985630869865417,YPL139C,0.0,1.3,0
2355,YER126C,0.3624865412712097,YER126C,0.26,3.32,1
2356,YDR169C,0.17658033967018127,YDR169C,0.43,0.72,1
2357,YGL078C,0.9422829747200012,YGL078C,1.0,4.85,1
2358,YLR363C,0.3236744701862335,YLR363C,0.0,0.97,0
2359,YER062C,0.359394371509552,YER062C,0.0,3.53,1
2360,YJL050W,0.8924537897109985,YJL050W,1.0,1.36,1
2361,YJR002W,0.9358423352241516,YJR002W,1.0,1.6,1
2362,YHR016C,0.359394371509552,YHR016C,0.0,0.72,1
2363,YIL091C,0.359394371509552,YIL091C,0.0,1.27,1
2364,YDR293C,0.9409021139144897,YDR293C,1.0,0.97,1
2365,YNL055C,0.9413672089576721,YNL055C,1.0,25.38,1
2366,YHR174W,0.9403284192085266,YHR174W,1.0,226.55,1
2367,YJL209W,0.4108155071735382,YJL209W,0.95,0.87,0
2368,YNL056W,0.26173827052116394,YNL056W,0.0,2.01,0
2369,YBR102C,0.359394371509552,YBR102C,0.0,0.44,1
2370,YAL041W,0.3302915394306183,YAL041W,0.0,1.54,1
2371,YIR034C,0.9402483701705933,YIR034C,1.0,1.44,1
2372,YNR043W,0.9297825694084167,YNR043W,1.0,2.33,1
2373,YOR069W,0.5272175669670105,YOR069W,0.87,0.92,1
2374,YKL194C,0.359394371509552,YKL194C,0.0,0.85,0
2375,YMR232W,0.359394371509552,YMR232W,0.0,0.64,0
2376,YLR021W,0.31420835852622986,YLR021W,0.0,0.94,0
2377,YMR203W,0.9282456636428833,YMR203W,1.0,1.83,1
2378,YDR252W,0.359394371509552,YDR252W,0.0,0.42,0
2379,YNL267W,0.359394371509552,YNL267W,0.0,1.06,1
2380,YJL023C,0.16250735521316528,YJL023C,0.24,0.73,0
2381,YBR245C,0.9347319602966309,YBR245C,0.98,1.22,1
2382,YEL068C,0.14847159385681152,YEL068C,0.0,1.13,0
2383,YER189W,0.1424577385187149,YER189W,0.0,0.23,0
2384,YOR052C,0.359394371509552,YOR052C,0.0,3.17,0
2385,YAR019C,0.631187379360199,YAR019C,0.98,0.7,0
2386,YLR298C,0.565819501876831,YLR298C,0.98,1.14,0
2387,YER011W,0.15708217024803162,YER011W,0.0,5.16,0
2388,YLR417W,0.23903848230838776,YLR417W,0.55,0.67,0
2389,YIL028W,0.13721103966236115,YIL028W,0.0,0.29,0
2390,YBL106C,0.17397385835647583,YBL106C,0.0,0.52,0
2391,YLL034C,0.9362495541572571,YLL034C,0.99,1.41,1
2392,YLR161W,0.1446971595287323,YLR161W,0.0,0.32,0
2393,YOL124C,0.359394371509552,YOL124C,0.0,2.45,0
2394,YLR195C,0.5534611940383911,YLR195C,0.68,1.4,1
2395,YKL142W,0.9287288784980774,YKL142W,1.0,2.32,1
2396,YJR074W,0.359394371509552,YJR074W,0.0,0.93,0
2397,YOR295W,0.17755454778671265,YOR295W,0.0,0.9,0
2398,YIL083C,0.359394371509552,YIL083C,0.0,1.31,1
2399,YLR106C,0.9418468475341797,YLR106C,1.0,1.24,1
2400,YMR138W,0.359394371509552,YMR138W,0.0,0.64,0
2401,YNL190W,0.359394371509552,YNL190W,0.0,8.4,0
2402,YPR133C,0.9417807459831238,YPR133C,1.0,1.62,1
2403,YBR301W,0.14053209125995636,YBR301W,0.0,0.42,0
2404,YOR380W,0.6170682311058044,YOR380W,0.97,0.47,0
2405,YDL017W,0.19978530704975128,YDL017W,0.0,0.37,0
2406,YMR230W,0.87757807970047,YMR230W,1.0,7.94,1
2407,YKL038W,0.16705654561519623,YKL038W,0.0,0.63,0
2408,YLR259C,0.9393003582954407,YLR259C,1.0,10.09,1
2409,YFL037W,0.9365582466125488,YFL037W,1.0,5.44,1
2410,YGL040C,0.9409694671630859,YGL040C,1.0,2.4,1
2411,YNR076W,0.13795208930969238,YNR076W,0.0,1.01,0
2412,YKL159C,0.15063171088695526,YKL159C,0.0,0.96,0
2413,YOR077W,0.1571957916021347,YOR077W,0.21,0.45,0
2414,YIR035C,0.3790116012096405,YIR035C,0.35,1.68,0
2415,YGR035C,0.34266069531440735,YGR035C,0.0,1.77,0
2416,YKL117W,0.9301067590713501,YKL117W,1.0,8.07,1
2417,YML106W,0.9425827860832214,YML106W,1.0,9.35,1
2418,YHR144C,0.359394371509552,YHR144C,0.0,1.17,0
2419,YOR126C,0.9347319602966309,YOR126C,0.98,0.65,0
2420,YNL067W,0.9425226449966431,YNL067W,1.0,13.82,1
2421,YGR264C,0.9080155491828918,YGR264C,1.0,3.65,1
2422,YNR051C,0.5452383160591125,YNR051C,0.67,3.27,1
2423,YCL011C,0.9219762086868286,YCL011C,1.0,4.42,1
2424,YHR214W,0.13815760612487793,YHR214W,0.0,0.5,0
2425,YPL063W,0.9424480199813843,YPL063W,1.0,1.42,1
2426,YDR173C,0.298066645860672,YDR173C,0.0,0.54,0
2427,YNL165W,0.13722413778305054,YNL165W,0.0,1.11,0
2428,YJL218W,0.3533298671245575,YJL218W,0.0,0.48,0
2429,YMR065W,0.15038451552391052,YMR065W,0.0,0.69,0
2430,YLR060W,0.941209614276886,YLR060W,1.0,5.55,1
2431,YNL189W,0.9421015381813049,YNL189W,1.0,2.62,1
2432,YGR076C,0.18620671331882477,YGR076C,0.0,1.9,0
2433,YKR007W,0.20431578159332275,YKR007W,0.0,0.8,0
2434,YNL098C,0.9331017136573792,YNL098C,0.97,3.13,1
2435,YEL072W,0.14639945328235626,YEL072W,0.0,0.52,0
2436,YGR247W,0.18789567053318024,YGR247W,0.0,1.2,0
2437,YHR099W,0.9319222569465637,YHR099W,1.0,2.01,1
2438,YFL039C,0.9415256977081299,YFL039C,1.0,39.01,1
2439,YLR401C,0.9407278895378113,YLR401C,1.0,1.0,1
2440,YER018C,0.15879519283771515,YER018C,0.0,0.38,0
2441,YGR170W,0.359394371509552,YGR170W,0.0,0.73,0
2442,YNR031C,0.1829591542482376,YNR031C,0.0,1.22,1
2443,YNL132W,0.9025341272354126,YNL132W,1.0,1.43,1
2444,YFL005W,0.9440263509750366,YFL005W,1.0,6.58,1
2445,YLR180W,0.9458742737770081,YLR180W,1.0,6.3,1
2446,YNL073W,0.8658799529075623,YNL073W,0.99,0.69,0
2447,YKL126W,0.172464057803154,YKL126W,0.0,1.35,1
2448,YPL268W,0.8809200525283813,YPL268W,1.0,0.75,0
2449,YJR032W,0.4333048164844513,YJR032W,0.51,1.35,0
2450,YIR006C,0.9170098304748535,YIR006C,1.0,1.47,1
2451,YDR478W,0.2785618305206299,YDR478W,0.0,0.84,0
2452,YBR127C,0.9425391554832458,YBR127C,1.0,8.56,1
2453,YDL038C,0.1446971595287323,YDL038C,0.0,1.47,0
2454,YOR125C,0.359394371509552,YOR125C,0.0,1.2,0
2455,YCL049C,0.17979632318019867,YCL049C,0.0,0.53,0
2456,YER036C,0.9442101120948792,YER036C,1.0,4.88,1
2457,YLR460C,0.359394371509552,YLR460C,0.0,0.63,0
2458,YMR194W,0.9267075061798096,YMR194W,1.0,17.39,1
2459,YOL102C,0.359394371509552,YOL102C,0.0,1.2,0
2460,YBR017C,0.9437571167945862,YBR017C,1.0,1.93,1
2461,YGR219W,0.13725866377353668,YGR219W,0.0,1.31,0
2462,YLR094C,0.2864987850189209,YLR094C,0.56,0.81,0
2463,YOR209C,0.9008732438087463,YOR209C,1.0,3.05,1
2464,YER165W,0.9429981708526611,YER165W,1.0,4.84,1
2465,YIL053W,0.9448687434196472,YIL053W,1.0,17.56,1
2466,YGR111W,0.22313085198402405,YGR111W,0.6,1.33,1
2467,YMR227C,0.1955544352531433,YMR227C,0.4,0.59,0
2468,YPL028W,0.9415993690490723,YPL028W,1.0,6.41,1
2469,YDR097C,0.8974828720092773,YDR097C,0.98,0.92,1
2470,YCL057W,0.9189926385879517,YCL057W,1.0,1.45,1
2471,YOR148C,0.13846884667873383,YOR148C,0.0,1.49,0
2472,YGL131C,0.24507790803909302,YGL131C,0.63,0.75,0
2473,YPL056C,0.1700042337179184,YPL056C,0.0,1.1,0
2474,YJR136C,0.9411271810531616,YJR136C,1.0,0.68,0
2475,YIL101C,0.3154551386833191,YIL101C,0.44,0.56,0
2476,YPL083C,0.1490236520767212,YPL083C,0.0,0.82,0
2477,YML058W,0.27238142490386963,YML058W,0.58,7.53,0
2478,YHR070W,0.359394371509552,YHR070W,0.0,1.39,1
2479,YGR088W,0.359394371509552,YGR088W,0.0,0.3,1
2480,YOL094C,0.314767062664032,YOL094C,0.78,1.16,1
2481,YLR355C,0.9438989162445068,YLR355C,1.0,10.01,1
2482,YLR409C,0.9394498467445374,YLR409C,1.0,1.14,1
2483,YJR156C,0.359394371509552,YJR156C,0.0,0.37,0
2484,YPR094W,0.23514191806316376,YPR094W,0.0,1.38,0
2485,YPR068C,0.2815059721469879,YPR068C,0.0,0.47,0
2486,YNL330C,0.2605280578136444,YNL330C,0.0,1.04,1
2487,YJR017C,0.5196186900138855,YJR017C,1.0,1.91,1
2488,YLR410W,0.9405733942985535,YLR410W,1.0,0.98,1
2489,YDL007W,0.9430119395256042,YDL007W,1.0,3.78,1
2490,YER071C,0.30706527829170227,YER071C,0.23,1.06,0
2491,YDR518W,0.8406581282615662,YDR518W,0.99,0.99,1
2492,YOL004W,0.5352961421012878,YOL004W,0.98,1.22,1
2493,YER092W,0.1428217887878418,YER092W,0.0,1.36,0
2494,YDR541C,0.5054797530174255,YDR541C,0.62,0.95,0
2495,YEL009C,0.16054104268550873,YEL009C,0.0,20.43,0
2496,YLR032W,0.2423473745584488,YLR032W,0.0,0.94,0
2497,YPR112C,0.9433937072753906,YPR112C,1.0,1.94,1
2498,YCR020C,0.2913183569908142,YCR020C,0.0,1.03,0
2499,YOR216C,0.359394371509552,YOR216C,0.0,1.15,1
2500,YJL096W,0.14158844947814941,YJL096W,0.0,1.29,0
2501,YOR280C,0.4133385419845581,YOR280C,0.47,1.21,1
2502,YGR252W,0.39646103978157043,YGR252W,0.43,1.72,0
2503,YNL282W,0.41042882204055786,YNL282W,0.96,0.73,0
2504,YOR369C,0.9351733922958374,YOR369C,1.0,53.8,1
2505,YDL154W,0.46271753311157227,YDL154W,0.98,0.59,0
2506,YIL129C,0.9260773658752441,YIL129C,1.0,1.92,1
2507,YBL081W,0.359394371509552,YBL081W,0.0,0.98,0
2508,YAL027W,0.359394371509552,YAL027W,0.0,0.92,0
2509,YBR226C,0.1446971595287323,YBR226C,0.0,0.9,0
2510,YMR003W,0.359394371509552,YMR003W,0.0,1.02,0
2511,YDR186C,0.359394371509552,YDR186C,0.0,1.21,1
2512,YMR216C,0.5505461692810059,YMR216C,0.85,0.77,1
2513,YKL088W,0.2125011384487152,YKL088W,0.0,0.87,1
2514,YML032C,0.21937447786331177,YML032C,0.25,0.75,0
